	_id	pos_processed_news	news_table_id	id	arquivo_hash	news_link	news_site_date	news_site_title	news_site_authors	news_site_text	search_newspaper	title_len	arquivo_date	feminicidio	violencia_domestica	violencia_sexual	assedio_sexual	mulheres_assassinadas	search_keywords	title_countains_keyword	feminicidio_case
1375	6066f3367542fb0dd7f99dee	6066efdd602993808cbcf588	6065e065c6f11f34e1f4c387	WEB-20191112190526838-p84.arquivo.pt	08c9c08aa1cfc0d1bd5b962f8688ee91	https://arquivo.pt/noFrame/replay/20191112190554/https://www.cmjornal.pt/multimedia/videos/detalhe/mulher-que-matou-companheiro-na-moita-arremessou-lhe-oleo-de-fritura-quente-antes-de-o-esfaquear?ref=HP_BlocoMultimedia		Mulher que matou companheiro na Moita arremessou-lhe óleo de fritura quente antes de o esfaquear	[]	Para poder guardar esta notícia deverá efectuar login . Caso não esteja registado no site do Correio da Manhã, efectue o seu registo gratuito	correio_manha	16	2019-11-12 19:05:54	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0
1371	6066f3367542fb0dd7f99de7	6066efdd602993808cbcf581	60657957c6f11f34e1f47fc6	WEB-20191112201707777-p84.arquivo.pt	090439db18d16a451249a337c608fb41	https://arquivo.pt/noFrame/replay/20191112201724/https://www.cmjornal.pt/portugal/detalhe/alerta-cm--mulher-que-matou-companheiro-de-27-anos-na-moita-arremessou-lhe-oleo-de-fritura-quente-e-desferiu-lhe-duas-facadas?ref=Portugal_DestaquesPrincipais		Mulher que matou companheiro na Moita atirou-lhe óleo a ferver antes de o esfaquear	[]	Ana Manuela Gomes, a mulher de 54 anos que matou companheiro de 27 anos à facada na Moita, ficou em prisão preventiva.Antes de lhe desferir dois golpes com uma faca de cozinha, a mulher atirou-lhe ainda óleo a ferver.A homicida entregou-se posteriormente à GNR e espera agora medidas de coação. Justificou o homicídio alegando que o companheiro a agredia e por isso se defendeu.Ana Gomes foi detida por recaírem sobre si "fortes indícios da prática do crime de homicídio qualificado", segundo comunicado da PJ.Quando entrou no posto da GNR da Moita, esta segunda-feira de manhã, Ana Manuela Gomes confessou logo o crime: "Ele estava a bater-me e defendi-me. Dei-lhe uma facada".Acompanhada da irmã, a mulher, de 54 anos, deixou os militares surpreendidos. Mas assim que os meios chegaram ao local comprovou-se que era verdade. Bruno Miguel, de 28 anos, estava estendido no chão da casa de banho, numa poça de sangue.Segundo oapurou, Ana Manuela Gomes foi deixar o filho de 8 anos à escola, mas quando voltou a casa para se preparar para ir para o trabalho, Bruno ainda estava na cama. A troca de palavras subiu de tom e o homem terá partido para na agressão.Terá sido nessa altura que Ana Manuela pegou numa faca de cozinha e desferiu dois golpes em Bruno.	correio_manha	15	2019-11-12 20:17:24	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0
12392	6066f3367542fb0dd7f9e854	6066efdd602993808cbd3fee	606570e8c6f11f34e1f47b01	IAH-20150824060350-00303-p84.arquivo.pt	f941b63ad28866dc2a6476e6233328ae	https://arquivo.pt/noFrame/replay/20150824071140/http://www.publico.pt/portugal/noticia/mulher-que-matou-dois-filhos-em-alenquer-quer-ser-libertada-1680453		Mulher que matou dois filhos em Alenquer quer ser libertada	[]	Kelly Oliveira, que foi condenada a 24 anos de prisão pelo homicídio dos dois filhos na sua casa em Alenquer, nas vésperas do Natal de 2012, quer ser libertada. A mulher pediu ao Supremo Tribunal de Justiça a libertação, após cumprir o prazo máximo da prisão preventiva sem haver condenação de última instância.  Fonte judicial adiantou à agência Lusa que a advogada de Kelly Oliveira deu entrada, na quarta-feira, com um pedido de habeas corpus (visa a libertação imediata) com o intuito de conseguir a libertação sob o argumento que a condenada cumpriu o prazo máximo da prisão preventiva sem que tenha transitado em julgado a decisão. De acordo com a mesma fonte, o Supremo Tribunal de Justiça ainda não se pronunciou sobre o pedido.  O Código do Processo Penal esclarece que, se mantiver a prisão, o Supremo Tribunal de Justiça terá de convocar a secção criminal para esta deliberar no prazo de oito dias.  Em Abril deste ano, o Tribunal de Alenquer manteve a pena de 24 anos de prisão aplicada à arguida em Agosto de 2013, após o Tribunal da Relação ter anulado o primeiro acórdão por falta de fundamentação quanto à existência de um plano premeditado para cometer os crimes, à culpa agravada e à perversidade da arguida para haver homicídios qualificados.  O mesmo colectivo, presidido por Isabel Calado, aplicou à arguida 20 anos de cadeia por cada um dos dois homicídios qualificados, um ano e oito meses por um crime de dano e quatro anos de prisão por maus-tratos a menores. Em cúmulo jurídico foi condenada à pena única de 24 anos prisão.  A defesa recorreu para instâncias judiciais superiores, havendo por isso decisões pendentes que explicam o facto de a condenação não ter ainda transitado em julgado.  A mulher, de nacionalidade brasileira, foi detida a 24 de Dezembro de 2012 pela Polícia Judiciária pela suspeita do homicídio dos dois filhos, de um e três anos de idade, na sua residência na aldeia de Preces, concelho de Alenquer, para se vingar do companheiro.  Como veio confirmar o acórdão, cinco dias antes aproveitou o facto de estar sozinha em casa com os filhos para deitar fogo à casa. As crianças, trancadas num quarto, morreram asfixiadas com o fumo.  Em tribunal, Kelly Oliveira justificou o crime com a deterioração do relacionamento com o companheiro, que temia que ficasse com a guarda das crianças em caso de separação. “Desgraçaste a minha vida, agora vou desgraçar a tua”, dizia o bilhete que lhe deixou quando fugiu da casa em chamas.  Após cometer o crime, a mulher fez as malas e pôs-se em fuga. A seguir telefonou à sogra, contando-lhe o que tinha feito. A autora dos crimes entregou-se três dias depois na GNR de Castanheira do Ribatejo.	publico	10	2015-08-24 07:11:40	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0
14330	6066f3367542fb0dd7f9f6ef	6066efdd602993808cbd4e89	60657761c6f11f34e1f47e40	IAH-20130812203140-00057-p12.arquivo.pt	19c50a5e9cb2dfb069047f908ca93040	https://arquivo.pt/noFrame/replay/20130812210654/http://www.dn.pt/inicio/portugal/interior.aspx?content_id=3367973		Mulher que matou dois filhos menores conhece sentença	[]	De acordo com a acusação do Ministério Público, a mulher terá aproveitado o facto de estar sozinha em casa com os dois filhos, no dia 19 de dezembro, para os fechar no quarto, deitá-los na cama e incendiar aquela divisão.  A acusação refere que terá ateado fogo a um sofá com um isqueiro, feito as malas e, antes de se pôr em fuga, deixado uma carta ao companheiro e pai das crianças, a responsabilizá-lo.  Depois, terá telefonado à sogra a dizer que "pegou fogo à casa e [que] os meninos morreram".  A familiar alertou de imediato a GNR e os bombeiros, vindo a confirmar-se as duas mortes.  Dias depois, foi detida pela Polícia Judiciária, após se entregar na GNR de Castanheira do Ribatejo, estando desde essa altura detida no Estabelecimento Prisional de Tires.	diario_noticias	8	2013-08-12 21:06:54	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0
14319	6066f3367542fb0dd7f9f6e2	6066efdd602993808cbd4e7c	60658010c6f11f34e1f486c8	IAH-20130813031818-00132-p12.arquivo.pt	779eb54d2dca7e4172593187f577a5ee	https://arquivo.pt/noFrame/replay/20130813043003/http://visao.sapo.pt/mulher-que-matou-dois-filhos-menores-em-alenquer-condenada-a-24-anos-de-prisao=f745239?uop=userlogin		Mulher que matou dois filhos menores em Alenquer condenada a 24 anos de prisão	['Aeiou - Investimentos Multimédia']	Alenquer, 12 ago (Lusa) - O Tribunal de Alenquer condenou hoje a 24 anos de prisão a mulher acusada pelo Ministério Público de ter matado os dois filhos menores em dezembro de 2012.  O tribunal considerou a mulher culpada por dois homicídios, por um crime de dano e um de maus tratos e absolveu-a do crime de incêndio.  A arguida estava acusada de dois crimes de homicídio qualificado, um de incêndio, um de dano e outro de maus tratos e incorria também na pena de expulsão do país, depois do julgamento.	visao	14	2013-08-13 04:30:03	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0
14192	6066f3367542fb0dd7f9f603	6066efdd602993808cbd4d9d	60657ab8c6f11f34e1f481d4	IAH-20130905035203-00124-p12.arquivo.pt	15c46d3d5d121f501714857340f0e01d	https://arquivo.pt/noFrame/replay/20130905041624/http://sol.sapo.pt/inicio/Sociedade/Interior.aspx?content_id=82378		Mulher que matou dois filhos menores em Alenquer conhece hoje sentença	[]	O Tribunal de Alenquer antecipou para hoje a leitura do acórdão da mulher acusada pelo Ministério Público de ter matado os dois filhos menores.  De acordo com a acusação do Ministério Público, a mulher terá aproveitado o facto de estar sozinha em casa com os dois filhos, no dia 19 de Dezembro, para os fechar no quarto, deitá-los na cama e incendiar aquela divisão.  A acusação refere que terá ateado fogo a um sofá com um isqueiro, feito as malas e, antes de se pôr em fuga, deixado uma carta ao companheiro e pai das crianças, a responsabilizá-lo.  Depois, terá telefonado à sogra a dizer que "pegou fogo à casa e [que] os meninos morreram".  A familiar alertou de imediato a GNR e os bombeiros, vindo a confirmar-se as duas mortes.  Dias depois, foi detida pela Polícia Judiciária, após se entregar na GNR de Castanheira do Ribatejo, estando desde essa altura detida no Estabelecimento Prisional de Tires.  É também acusada de maus tratos por, em Agosto, ter arrastado o filho mais velho pela mão, vindo este a cair várias vezes, a bater com a cabeça no poste e a sofrer ferimentos nos pés, por caminhar descalço.  A arguida está acusada de dois crimes de homicídio qualificado, um de incêndio, um de dano e outro de maus tratos, e incorre também na pena de expulsão do país, depois do julgamento.  Durante o julgamento, apesar de arrependida de ter cometido os crimes, a arguida disse não se arrepender de se ter vingado do marido, a quem acusou de não lhe dar atenção e de a ameaçar de que ficava com as crianças em caso de divórcio, por aquela estar em situação ilegal no país e desempregada.  Nas alegações finais, o Ministério Público pediu pena máxima de prisão.  Lusa/SOL	sol	11	2013-09-05 04:16:24	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0
6653	6066f3367542fb0dd7f9c13a	6066efdd602993808cbd18d4	60657934c6f11f34e1f47fa6	IAH-20180425013727-99214-p81.arquivo.pt	c23cbdcd298e5be68e7208b4dd985cd9	https://arquivo.pt/noFrame/replay/20180425015207/https://www.cmjornal.pt/portugal/detalhe/mulher-que-matou-filha-recem-nascida-tem-alta-hospitalar-e-vai-hoje-a-tribunal?act=0&est=Aberto		Mulher que matou filha recém-nascida tem alta hospitalar	[]	newsletter Diária  Resumo das principais notícias do dia, de Portugal e do Mundo.  (Enviada diariamente, às 9h e às 18h)	correio_manha	9	2018-04-25 01:52:07	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0
6503	6066f3367542fb0dd7f9c073	6066efdd602993808cbd180d	60657123c6f11f34e1f47b54	IAH-20180712144709535-p84.arquivo.pt	d14bd3adf4f3966f1fac228bd2059afd	https://arquivo.pt/noFrame/replay/20180712144745/https://www.publico.pt/2018/07/12/sociedade/noticia/mulher-que-matou-filho-condenada-a-18-anos-de-prisao-1837728/amp	2018-07-12 00:00:00	Mulher que matou filho de dez anos condenada a 18 anos de prisão	[]	Uma mulher foi condenada pelo Tribunal Judicial da Comarca da Guarda a 18 anos de prisão por ter matado o filho de dez anos, em Setembro de 2017.  A arguida Ilda Gonçalves, de 46 anos, foi condenada pelo colectivo de juízes do Tribunal da Guarda a 18 anos de prisão pela prática, em autoria material e na forma consumada, de um crime de homicídio qualificado. O julgamento teve início no dia 20 de Junho e o acórdão judicial foi proferido no dia 28.  PUB A carregar...  Durante o julgamento foi provado que a arguida, que padece de doença psiquiátrica (sofre de Síndrome Depressivo Grave com Sintomatologia Psicótica), "agiu de forma livre, deliberada e consciente, com o propósito concretizado de matar" o filho que tinha 10 anos. O documento refere ainda que, em Tribunal, "provou-se que a arguida sabia que a sua conduta era proibida e punida por lei".  Dentro da moldura penal de 12 a 25 anos de prisão, o Tribunal da Guarda decidiu aplicar 18 anos, uma vez que a favor da arguida pesaram a ausência de antecedentes criminais e "encontrar-se inserida socialmente e ter confessado integralmente os factos" de que estava acusada. Na primeira sessão do julgamento, Ilda Gonçalves confessou todos os factos constantes da acusação, mas alegou que matou o filho porque "ouvia vozes" — na sua cabeça matou o filho para o proteger.  O crime ocorreu a 12 de Setembro de 2017, na residência da família da arguida, no lugar de Catraia do Sortelhão, freguesia de Santana de Azinha, no concelho da Guarda, quando a mulher, que sofria de depressão, decidiu matar o filho, asfixiando-o com um cachecol, tomando comprimidos para também colocar termo à própria vida.  Segundo a acusação, na manhã daquele dia, Ilda Gonçalves trancou a porta de casa, dirigiu-se ao quarto do filho, Rafael Gonçalves, e passou-lhe um cachecol à volta do pescoço asfixiando-o, colocando depois o corpo no chão do hall de entrada da habitação. Posteriormente, enviou uma mensagem à madrinha do menino, que naquele dia o levaria para a escola, a informar que ele não iria, deitando-se posteriormente na cama, onde esteve até às 16h30, quando o marido entrou em casa e encontrou o filho morto.  Nas declarações que prestou em tribunal, Ilda Gonçalves disse que andava há dois anos a pensar em matar-se e em "levar" o filho com ela. O filho "não se queixava dos colegas nem da escola", mas a mãe alegou que não queria que "gozassem" com a criança, segundo o cenário que existia na sua cabeça.  "Era tudo na minha cabeça. Ouvia vozes para acabar com a minha vida e com a vida do meu filho", justificou.  No dia do crime a mulher foi internada no serviço de psiquiatria da Unidade Local de Saúde da Guarda e só teve alta a 19 de Outubro de 2017, quando foi detida pela Polícia Judiciária da Guarda. Desde então ficou em prisão preventiva no Hospital Prisional de São João de Deus.	publico	13	2018-07-12 14:47:45	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0
3603	6066f3367542fb0dd7f9ad15	6066efdd602993808cbd04af	6065e918c6f11f34e1f4c7d4	IAH-20190511185417177-p84.arquivo.pt	810eab6459aee975e280cfc2d54e0cc5	https://arquivo.pt/noFrame/replay/20190511185540/https://www.cmjornal.pt/portugal/detalhe/mulher-que-matou-marido-a-facada-e-martelada-diz-que-homem-a-queria-violar		Mulher que matou marido à facada e martelada diz que homem a queria violar	[]	Margarida Rolo, a professora de Abrantes que assassinou o marido com 79 facadas e sete marteladas, garante que agiu em "legítima defesa", depois de ter sido atacada à joelhada por José Duarte, que a queria violar no sofá do jardim.A arguida, de 43 anos, que começou esta sexta-feira a ser julgada no Tribunal de Santarém, disse ter passado por 12 anos de violência doméstica física, psicológica e sexual, alegando que o marido a violava e forçava a sexo anal, por "nenhuma razão, durante a noite e quando os filhos não estavam em casa".Além disso, "queria que fizesse sexo com outras pessoas, falava em travestis", ameaçando que a matava caso continuasse a recusar-se.A arguida contou ao tribunal que assassinou José Duarte, de 51 anos, professor de matemática, num "impulso irracional", por "medo e desespero" e não por premeditação, como sustenta o Ministério Público, negando ainda ter drogado o marido com comprimidos. Inventou um assalto à moradia por dois encapuzados, como "desculpa momentânea".Num relato emocionado, Margarida Rolo disse que nunca se queixou, por ser "recatada".O advogado de defesa, António Velez, entregou relatórios médicos que sustentam que tem fissuras no ânus e que sofreu uma crise de ansiedade.	correio_manha	14	2019-05-11 18:55:40	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0
4660	6066f3367542fb0dd7f9b405	6066efdd602993808cbd0b9f	6065d530c6f11f34e1f4be94	IAH-20190131041950611-p84.arquivo.pt	fd21048adad9ad7b043d660329141d12	https://arquivo.pt/noFrame/replay/20190131042025/https://www.cmjornal.pt/portugal/detalhe/20190130_1730_mulher-que-matou-marido-a-facada-na-madeira-condenada-a-14-anos-de-prisao?ref=portugal_destaque&act=0&est=Aberto		Mulher que matou marido à facada na Madeira condenada a 14 anos de prisão	['Correio Da Manha']	Impresso do site do jornal Correio da manhã, em www.cmjornal.pt  Mulher que matou marido à facada na Madeira condenada a 14 anos de prisão  Arguida está com o regime de prisão domiciliária, na casa de um irmão, uma situação que pode manter-se caso decida recorrer.  30.01.19  A mulher que esfaqueou o marido provocando-lhe a morte, em março de 2018, no Funchal, movida por ciúmes, foi esta quarta-feira condenada a 14 anos de prisão pelo Tribunal de Instância Central da Comarca da Madeira.    O juiz presidente do coletivo, Filipe Câmara, referiu que a arguida foi punida pela prática do crime de "homicídio qualificado" e que "agiu por ciúme, porque tinha a ideia que o marido tinha uma relação extraconjugal".    De acordo com a acusação, em 27 de março de 2018, na sequência de uma discussão, a mulher "foi buscar uma faca de 15 centímetros à cozinha" e desferiu vários golpes no marido.    O juiz Filipe Câmara apontou que foram as "cinco facadas no peito" que provocaram a morte do homem.    A mulher está com o regime de prisão domiciliária, na casa de um irmão, uma situação que pode manter-se caso decida recorrer.    O tribunal ainda condenou a arguida ao pagamento de uma indemnização cível de 25 mil euros a uma das três filhas da vítima, a única que deduziu o pedido.    O julgamento começou em 09 de janeiro.    A vítima, um empregado de escritório, de 66 anos, ainda esteve uma semana internado no hospital do Funchal, foi submetido a uma intervenção cirúrgica, mas acabou por não resistir aos ferimentos causados.    Durante o julgamento, a arguida disse ao tribunal que o casamento durou cerca de 20 anos e, a certa altura, suspeitou que o marido a traía com a melhor amiga, chegando a colocar um gravador em casa e a esconder-se no porta-bagagem do carro para confrontá-lo com a situação.    Depois, em 27 de março, na sequência de uma discussão, na cozinha "pegou no primeiro objeto que lhe veio à mão", a faca, a acabou por feri-lo com vários golpes.    Também afirmou que pediu ajuda e chegou a ligar ao 112 por achar que "estavam a durar muito", repetindo que tudo o que fez "é hoje como um pesadelo" e "estava fora de si".    "Bloqueei", declarou em julgamento ao tribunal, complementando que apenas se recorda de se ter "sentado na cama e ouvir a vítima dizer 'atingiste-me no coração', depois, cambalear até à porta da casa de banho" e "rebolar no chão".	correio_manha	14	2019-01-31 04:20:25	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0
13256	6066f3367542fb0dd7f9efc5	6066efdd602993808cbd475f	606582e4c6f11f34e1f48b84	IAH-20141021214730-62436-p13.arquivo.pt	0c3c64da93a5e5f593f2446b5555c99e	https://arquivo.pt/noFrame/replay/20141021214840/http://www.jn.pt/PaginaInicial/Seguranca/Interior.aspx?content_id=4167909&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+JN-POLICIA+%28JN+-+Policia%29		Mulher que matou marido com ajuda de amante condenada a 20 anos de cadeia	['Alexandre Panda']	A vítima tinha sido encontrada a 18 de setembro do ano passado, carbonizado e em avançado estado de decomposição, numa ribanceira da Estrada da Marginal (EN108), em Atães, Gondomar. Tinha sido lá abandonado quatro dias antes pelos amantes que assim podiam acabar com a clandestinidade da relação, sem que Marlene tivesse de pedir o divórcio e enfrentar uma luta pelo poder paternal da filha, de 11 anos.  Foi dado como provado que os amantes drogaram a vítima com comprimidos colocados na comida, para depois asfixiá-la na cama. Embrulharam o corpo num saco cama e levaram-no para o carro de Hélder. Conduziram até Valbom, para a oficina de estufador do pai de Hélder. Lá, no quintal, incendiaram o corpo que deixaram queimar 40 minutos. Voltaram a embrulhar o corpo num lençol e num plástico que colocaram numa carrinha. Foram à marginal, perto do rio e Hélder atirou o corpo de José para uma ribanceira.	jornal_noticias	14	2014-10-21 21:48:40	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0
5376	6066f3367542fb0dd7f9b817	6066efdd602993808cbd0fb1	6065ca2ec6f11f34e1f4b9e7	IAH-20181205040910103-p84.arquivo.pt	d7a20ab9f1362ed5fbd9babe3a97c33c	https://arquivo.pt/noFrame/replay/20181205041044/https://www.cmjornal.pt/portugal/amp/mulher-que-matou-o-companheiro-a-facada-em-fafe-acusada-de-homicidio-qualificado		Mulher que matou o companheiro à facada em Fafe acusada de homicídio qualificado	[]	Mulher que matou o companheiro à facada em Fafe acusada de homicídio qualificado  Caso remonta a outubro de 2017.  O Ministério Público acusou de homicídio qualificado e de violência doméstica agravada uma jovem que matou o namorado à facada, em Fafe, em outubro de 2017, anunciou esta terça-feira a Procuradoria-Geral Distrital do Porto.    Em nota publicada na sua página, aquela Procuradoria refere que o Ministério Público (MP) considerou indiciado que a relação entre a arguida, nascida em 1996, e o companheiro "se mostrou sempre conturbada".    Segundo a acusação, a culpa era da arguida, por ser "possessiva, controladora, manipuladora e obcecada pela vítima".    O MP diz que a arguida vigiava as redes sociais Facebook e Instagram do companheiro, controlava-lhe o telemóvel e dirigiu-lhe insultos, nomeadamente através de mensagens de telemóvel.    A acusação acrescenta que a arguida socou e arranhou o companheiro, encetou discussões em locais públicos por motivos de ciúmes e enviou-lhe mensagens de forma insistente para o telemóvel, a qualquer hora do dia ou da noite, como forma de pressão psicológica.      PUBLICIDADE  Na madrugada de 17 de outubro de 2017, em Fafe, onde residiam, a arguida terá encetado com o companheiro uma discussão, alegadamente depois de lhe ter consultado no telemóvel as mensagens no Facebook e ter verificado que ele enviara os parabéns a uma outra mulher."Na sequência da discussão, pelas 04h15, como o companheiro fizesse tenções de abandonar a residência, não acedendo aos seus pedidos para que ficasse, a arguida, com uma faca que trouxera da cozinha, desferiu-lhe um golpe no pescoço, matando-o", refere ainda a acusação.  Siga o CM no Facebook.	correio_manha	13	2018-12-05 04:10:44	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0
14150	6066f3367542fb0dd7f9f5c0	6066efdd602993808cbd4d5a	60657abcc6f11f34e1f481df	IAH-20130915054408-00152-p12.arquivo.pt	ad56e5032101accda69d3a7b5dbe6b1d	https://arquivo.pt/noFrame/replay/20130915054613/http://sol.sapo.pt/inicio/Sociedade/Interior.aspx?content_id=82429		Mulher que matou os filhos condenada a 24 anos de prisão	[]	O Tribunal de Alenquer condenou hoje a 24 anos de prisão a mulher acusada pelo Ministério Público (MP) de ter matado os dois filhos menores em Dezembro de 2012.  O tribunal considerou a mulher culpada por dois crimes de homicídio qualificado, por um crime de dano e um de maus tratos, condenando-a ainda a pena acessória de expulsão do país.  A arguida, de 31 anos e nacionalidade brasileira, foi absolvida do crime de incêndio. Nas alegações finais, o Ministério Público pediu pena máxima de prisão.  Na leitura do acórdão, a presidente do colectivo de juízes, Isabel Calado, sublinhou que a arguida "relatou os factos de forma distante e fria, sem grande emoção", considerando que o carácter anti-social e o facto de estar com uma depressão pós-parto não justificaram a sua conduta.  "É a mais profunda denegação dos valores da maternidade", classificou a juiz, concluindo que a arguida agiu "de forma fria e calculista" e com "indiferença e insensibilidade, actuando com o acentuado desejo de vingança contra o pai e a avó" das crianças, tratando-se, por isso, de dois "homicídios inaceitáveis".  O facto de ser a própria mãe das vítimas, de agir de forma fria com desejo de vingança do companheiro, de ter praticado os crimes na casa onde todos residiam e de ter recorrido à inalação de fumo por monóxido de carbono para matar os filhos, considerado como meio violento de cometer crimes, pesaram na decisão dos juízes.  O tribunal deu como provados os factos da acusação do MP, segundo a qual, a 19 de Dezembro, a mulher aproveitou o facto de estar sozinha em casa com os filhos para os fechar a dormir no quarto e pôr fogo àquela divisão, incendiando um sofá com um isqueiro.  A arguida fez as malas e, antes de se pôr em fuga, deixou uma carta ao companheiro e pai das crianças.  Na carta que consta do processo, que a Lusa teve acesso, a progenitora responsabiliza o companheiro pelo seu comportamento, porque, explicou, ele só daria atenção às crianças e chantageava-a afirmando que, caso se separasse, ficaria com a guarda dos filhos.  Admitindo ser ela própria um "demónio", refere que o companheiro "desgraçou" a sua vida, fazendo-a "perder" a família.  Depois, telefonou à sogra a dizer que tinha pegado fogo à casa e que os meninos tinham morrido, tendo a familiar alertado de imediato a GNR e os bombeiros.  As crianças foram resgatadas do interior da casa e, segundo relatório médico, sujeitas a manobras de reanimação de 25 e 55 minutos, mas não resistiram, vindo a morrer por asfixia por monóxido de carbono.  A autora dos crimes foi detida três dias depois pela PJ, após se entregar na GNR de Castanheira do Ribatejo.  Consciente de que a relação amorosa que mantinha desde 2009 vinha "a deteriorar-se" desde o nascimento do segundo filho, "queria pôr termo à relação e começou a criar um plano para se vingar dele e da sua família" e, pelo menos uma semana antes dos crimes, "tinha engendrado matá-los".  A 12 de Dezembro, tinha também fechado os filhos no quarto e posto fogo ao sofá, mas apagou as chamas.  Já em Agosto, numa praia em Sesimbra, começou a discutir com o companheiro e abandonou o local, arrastando consigo um dos filhos, segundo a acusação.  A criança, que estava descalça, "chorava compulsivamente" e "caiu diversas vezes", sendo de seguida puxado pela mãe, chegou a bater com a cabeça num poste e sofreu "escoriações em ambos os pés", motivando a intervenção da GNR e a abertura de um inquérito pelo Tribunal de Família e Menores de Vila Franca de Xira.  O colectivo de juízes condenou a arguida a 20 anos de prisão por cada um dos dois homicídios, a quatro anos pelo crime de maus-tratos praticado em Sesimbra e a um ano e oito meses pelo crime de dano, devido aos prejuízos provocados pelo incêndio na habitação onde a família residia, na localidade de Preces. Em cúmulo jurídico, vai cumprir pena de prisão de 24 anos e, ao fim da grande parte desse período, será expulsa do território nacional rumo ao Brasil.  À saída do tribunal, a advogada de defesa, Tânia Reis, disse aos jornalistas que tenciona recorrer, enquanto o advogado assistente optou por não prestar quaisquer declarações.  Lusa/SOL	sol	11	2013-09-15 05:46:13	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0
3912	6066f3367542fb0dd7f9af32	6066efdd602993808cbd06cc	60646ca9c6f11f34e1f3afb7	IAH-20190408034832791-p84.arquivo.pt	27629da85a17c8801715cc9ca38f1240	https://arquivo.pt/noFrame/replay/20190408034921/https://sol.sapo.pt/artigo/652332/mulher-que-matou-violador-da-filha-absolvida-pelo-tribunal		Mulher que matou violador da filha absolvida pelo tribunal	['Jornal Sol']	Ficou conhecida como “mãe leoa” depois de matar um dos homens que violou a filha e de ferir outros dois que também a atacaram na África do Sul.  No mês de setembro de 2017, Nokubonga Qampi, a mãe da vítima da violação, recebeu uma chamada de madrugada onde alguém do outro lado lhe dizia que a filha, Siphokazi, estava a ser violada por três homens.  À BBC, a mulher contou que ligou de imediato para as autoridades, mas que ninguém atendeu e, por isso, Nokubonga Qampi decidiu ela própria agir pelos seus meios e tentar impedir que a filha fosse violada, uma vez que, mesmo que a polícia aparecesse, não seria uma intervenção rápida o suficiente para impedir o que quer que fosse.  A mãe da vítima, de 57 anos, contou que pegou numa faca, iluminou o caminho com a lanterna do telemóvel e, ao aproximar-se de uma casa, ouviu gritos. Entrou e, assim que chegou ao local viu a filha a ser agredida e os dois homens já com as calças para baixo à espera da vez para a violarem novamente.  “Eu estava com medo. Fiquei parada perto da porta e perguntei o que estavam a fazer. Quando eles viram que era eu, vieram na minha direção, foi quando eu pensei que tinha de me defender, foi uma reação automática", explicou Nokubonga.  Durante a conversa com a BBC, a mulher disse que assim que eles se dirigiram a si, os esfaqueou, tendo um deles morrido e outros dois ficado feridos.  Mais tarde, quando já se encontrava mais calma, levou a filha para a casa de um amigo e, quando as autoridades chegaram, Nokubonga foi detida e a sua filha levada para o hospital.  Dois dias depois foi libertada e, uma semana depois, a advogada Buhle Tonise, apresentou-se para a representar, uma vez que a defesa tinha a certeza de que a mulher seria absolvida, por ter agido em legítima defesa. Assim foi.  A imprensa local apelidou Nokubonga de “mãe leoa”.	sol	9	2019-04-08 03:49:21	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	0
